race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_win_value,Horse_starting_box_no,horse_rate,horse_race_degree_seconds
2024-01-02,Adana,6,2,KAŞEMUM KARA,KG DB,5,m,SONALP- ERVAGÜL / SABURAY,sonalp,ervagül,SABURAY,61,hişman çi̇zi̇k,ALİ RIZA KÖSEALİ,servet bi̇ni̇ci̇,1.6,2,81,98.21
2024-01-02,Adana,6,3,BİLİRKİŞİ,KG DB SK,7,m,KAIZBERT (RU)- ŞIPSEVDİ / HABERBATUR,kaizbert (ru),şipsevdi̇,HABERBATUR,62,azi̇z akdemi̇r,FUAT CANLIKA,abdulkadi̇r çi̇zi̇k,5.95,1,85,98.25
2024-01-02,Adana,6,4,DAĞ AVCISI,KG DB SK,7,m,KAIZBERT (RU)- ERENKIZ / HABERBATUR,kaizbert (ru),erenkiz,HABERBATUR,55,müslüm çeli̇k,EMRAH GENÇ,yeli̇z baysal,6.9,5,70,99.38
2024-01-02,Adana,6,5,EFKARLIEFE,KG DB SK,8,m,SONALP- ZEHRA.120 / SERHANBEY,sonalp,zehra.120,SERHANBEY,57,mehmet akyavuz,KADİR İPEK,osman i̇pek,7.7,4,73,99.78
2024-01-02,Adana,6,6,YÜCEL,KG DB,6,m,DEMİRDÖVEN- ZEHRA HALA / ODİNHAN,demi̇rdöven,zehra hala,ODİNHAN,60,mehmet nuri̇ sunkar,CELAL AKIL,hali̇l çali,4.25,6,84,100.29
2024-01-02,Adana,6,7,CAMBAZOĞLU,KG K DB,5,m,AYABAKAN- ŞENGÜLÜM / SERGEN,ayabakan,şengülüm,SERGEN,55,mert ali̇ solmaz,BİRKAN BORA AKARSU,emi̇n karataş,23.4,3,70,102.69
2024-01-02,Antalya,1,1,SEHHAR,KG DB,4,m,TÜMÖZ BEY- GÜLBENCE / DEMİRKIR,tümöz bey,gülbence,DEMİRKIR,54,mehmet sali̇h çeli̇k,ALİ ŞAHİN,yusuf uçar,1.4,1,68,89.73
2024-01-02,Antalya,1,2,PAMUKÇU,KG SK,4,f,GÜRGÖKÇE- SUEDA KIZIM / BİLGİN,gürgökçe,sueda kizim,BİLGİN,51,cemal paso,BEŞİR KAYA,hamza kaya,5.35,2,55,89.74
2024-01-02,Antalya,1,3,KAYAFATİH,KG DB SK,4,m,KAYAYÜREKLİ- DESTENAZ / CAŞ,kayayürekli̇,destenaz,CAŞ,54,gökhan yildiz,AHMET KAYA,mert korkmaz,2.55,5,75,91.24
2024-01-02,Antalya,1,4,HİLAL ZAMANI,KG K,4,m,YAKUPBEY- CEZA / YAVUZCA,yakupbey,ceza,YAVUZCA,54,mustafa çi̇çek,BEŞİR KAYA,hamza kaya,5.35,3,67,92.51
2024-01-02,Antalya,1,5,ÇAĞLAYANBEY,KG DB SK GKR,4,m,HABERKAN- PÜSKÜLLÜ / EMAEL (PL),haberkan,püsküllü,EMAEL (PL),55,si̇nan özen,ADİLE ERDOĞAN,sali̇h baydan,23.05,4,34,93.58
2024-01-02,Antalya,2,1,TRUE NORTH,KG K,3,f,AVERY ISLAND (USA)- NORTHERN WARRIOR / MOUNTAIN CAT (USA),avery island (usa),northern warrior,MOUNTAIN CAT (USA),59,erhan aktuğ,MELİS KURTEL EMİN,arslan bi̇rdal,2.05,6,37,87.18
2024-01-02,Antalya,2,2,BATMANBEYİ,KG K DB,3,m,APPROVE (IRE)- BERFİKO / MENDIP (USA),approve (ire),berfi̇ko,MENDIP (USA),59,si̇nan özen,ŞEHABETTİN DOYAN,ümüt bölek,11.1,4,37,87.92
2024-01-02,Antalya,2,3,ALKIŞ BEY,SK,3,m,GÜNGÖR BABA- AL GINETTA / POPULAR DEMAND,güngör baba,al ginetta,POPULAR DEMAND,54,erkan tunç,ONUR METİN,hali̇l kabukci,16.4,5,28,88.05
2024-01-02,Antalya,2,4,DANGER ZONE,SKG SK,3,f,MENDIP (USA)- MAZE RUNNER / DAI JIN (GB),mendip (usa),maze runner,DAI JIN (GB),60,halef kati,TUĞBAN İZZET AKSOY,sefa arslan,2.95,2,39,88.22
2024-01-02,Antalya,2,5,BEST OF RACER,KG DB SK,3,m,GOLDEN TOWER- İMBAT / FIORITO,golden tower,i̇mbat,FIORITO,55,i̇smai̇l yildirim,BORA GÖVEREN,murat aydoğdi̇,3.1,1,31,88.72
2024-01-02,Antalya,2,6,MELEK AĞA,DB SKG SK,3,f,SIDNEY'S CANDY (USA)- İNANÇ PINARI / LOCKTON (GB),sidney's candy (usa),i̇nanç pinari,LOCKTON (GB),55,hüseyi̇n şi̇mşek,METİN BİNGÖL,murat akalin,24.3,3,29,89.06
2024-01-02,Antalya,3,1,EXTRACTION,KG DB SK,4,m,KING DAVID (USA)- NOM DE LA ROSA (IRE) / ORATORIO (IRE),king david (usa),nom de la rosa (ire),ORATORIO (IRE),62,akin sözen,ENDER COŞGUNSU,doğan alceylan,2.6,4,88,103.6
2024-01-02,Antalya,3,2,SOUND OF HEART,K DB,4,m,LION HEART (USA)- LAST ROMAN / HOLY ROMAN EMPEROR (IRE),lion heart (usa),last roman,HOLY ROMAN EMPEROR (IRE),50,eray çi̇zi̇k,NİMET ARİF KURTEL,arslan bi̇rdal,2.45,5,61,104.25
2024-01-02,Antalya,3,3,REAL PATEK,KG,6,f,VICTORY GALLOP (CAN)- REAL GIRL / DISTANT RELATIVE (IRE),victory gallop (can),real girl,DISTANT RELATIVE (IRE),60,i̇smai̇l yildirim,SELİM KAYA,hamza kaya,7.55,6,85,104.43
2024-01-02,Antalya,3,4,BIG PRIZE,DB SKG SK,6,m,VICTORY GALLOP (CAN)- PRIZE MOMENT (USA) / PURE PRIZE (USA),victory gallop (can),prize moment (usa),PURE PRIZE (USA),57,görkem özçeli̇k,MERT BAYIR,mustafa gürcü,8.75,8,74,104.49
2024-01-02,Antalya,3,5,UMUTBEY,none,4,m,BUSHRANGER (IRE)- KHALESSİ / BOSPORUS (IRE),bushranger (ire),khalessi̇,BOSPORUS (IRE),51,onur atmaca,MERT ALİ KARABULUT,ahmet akbaba,5.75,1,66,104.65
2024-01-02,Antalya,3,6,CHARLATAN,SK,7,m,RACE DAY (USA)- CHAPOSA STRIKE (USA) / ENGLISH CHANNEL (USA),race day (usa),chaposa strike (usa),ENGLISH CHANNEL (USA),55,erhan aktuğ,TUĞBAN İZZET AKSOY,sefa arslan,18.95,7,69,105.22
2024-01-02,Antalya,3,7,TENDÜBAY,KG SK,4,m,HAKKAR- TENDÜ / KARABEYHAN (GB),hakkar,tendü,KARABEYHAN (GB),50,gökhan yildiz,ESİN EVCİMEN,murat akalin,13.4,3,61,105.52
2024-01-02,Antalya,4,1,FASHION BABY,KG DB SK,4,f,KAYAYÜREKLİ- PINAR GÜZELİ / BABABAYDAN,kayayürekli̇,pinar güzeli̇,BABABAYDAN,54,eren dursun ökten,YUSUF KAYA,hamza kaya,13.65,7,26,100.72
2024-01-02,Antalya,4,2,ÇAKIRGÖZLÜM,KG K DB,4,f,SARRAF- DİZDAR YILDIZI / DAĞHANBEY,sarraf,di̇zdar yildizi,DAĞHANBEY,58,mehmet sali̇h çeli̇k,KUTBETTİN SAÇAN,kenan korkmaz,1.9,2,31,102.26
2024-01-02,Antalya,4,3,KUKİTAY,KG DB SK,4,f,BABA MEVLÜT- YOLBU / BAMKA.3,baba mevlüt,yolbu,BAMKA.3,58,ni̇hat baydan,KEMAL YAKUP ALTIN,sali̇h baydan,2.5,6,40,102.47
2024-01-02,Antalya,4,4,HIÇGIDIK,K DB,4,f,KAFKASLIEFSANESİ- ÖZTÜTEN / ZENGİNOĞLU,kafkasliefsanesi̇,öztüten,ZENGİNOĞLU,56,cemal paso,AHMET KAYA,hamza kaya,23.05,5,23,102.73
2024-01-02,Antalya,4,5,KAKULE,KG K,4,f,GELİBOLU- NAZLINUR / ŞÖVALYE,geli̇bolu,nazlinur,ŞÖVALYE,56,serkan yildiz,ARZU KEMİKOĞULLARI,ozan bulut,10.65,1,30,102.93
2024-01-02,Antalya,4,6,YEŞİL VADİ,KG SK,4,f,TAMERİNOĞLU- ÖZBEYZA / TURBO,tameri̇noğlu,özbeyza,TURBO,58,onur öztürk,SELİM KAYA,hamza kaya,6.55,4,21,103.77
2024-01-02,Antalya,4,7,KINALI YÖRÜK,KG DB SK,4,f,HABERKAN- SEVİLAY / JOKER,haberkan,sevi̇lay,JOKER,58,si̇nan özen,ADİLE ERDOĞAN,sali̇h baydan,16.3,3,18,105.41
2024-01-02,Antalya,5,1,AKSU HAN,DB SKG SK,5,m,TURBO- ÇİĞDEMABLA / DEMİRKAZIK,turbo,çi̇ğdemabla,DEMİRKAZIK,56,akin sözen,AVNİ KAYA,hamza kaya,2.0,4,89,97.44
2024-01-02,Antalya,5,2,UZUN MEHMET,KG DB SK,6,m,TURBO- ZİLLİ PINAR / DAYIBEY,turbo,zi̇lli̇ pinar,DAYIBEY,56,mustafa çi̇çek,MEHMET BİRDEN,erhan yusuf i̇yi̇döner,2.35,6,88,97.79
2024-01-02,Antalya,5,3,AFERDİTA,KG DB SK,6,f,KAIZBERT (RU)- TURBOTAY / TURBO,kaizbert (ru),turbotay,TURBO,55,görkem özçeli̇k,SEVİNÇ ÖZMEN,i̇brahi̇m cemi̇l erşakar,3.9,1,93,97.83
2024-01-02,Antalya,5,4,HOŞGÖR,DB,5,f,KARA YAĞIZ- HOŞNUR / VOLGA.2,kara yağiz,hoşnur,VOLGA.2,54,velat demi̇r,HAKKI GÜLAL,adnan polat,22.05,2,66,99.25
2024-01-02,Antalya,5,5,MİKSER,KG DB SK,6,m,TURBO- CAN ZEHRA / ÇORUH,turbo,can zehra,ÇORUH,54,serkan yildiz,HASAN MERTKAN ATİK,erhan yusuf i̇yi̇döner,19.1,3,58,99.4
2024-01-02,Antalya,5,6,NEVZATTAY,KG DB SK,4,m,KAIZBERT (RU)- İLKCEMRE / ADANIR,kaizbert (ru),i̇lkcemre,ADANIR,54,uğur temur,AHMET KORKMAZ,ozan bulut,15.65,5,37,105.24
2024-01-02,Antalya,6,1,CLEVER CANDY,K DB,3,f,TIZWAY (USA)- WILKI (FR) / OASIS DREAM (GB),tizway (usa),wilki (fr),OASIS DREAM (GB),54,erhan aktuğ,MELİS KURTEL EMİN,arslan bi̇rdal,3.25,4,42,87.41
2024-01-02,Antalya,6,2,OTTOWA,K ÖG,3,m,JUNGLE MAN- HAMARAT / UNACCOUNTED FOR (USA),jungle man,hamarat,UNACCOUNTED FOR (USA),58,uğur temur,TAYRAL TUTUMLU,batuhan turgul,1.5,6,52,87.63
2024-01-02,Antalya,6,3,ABİDE MİNE,KG DB SK,3,f,CRIMEAN TATAR- SPRING FIRE / MARLIN (USA),crimean tatar,spring fire,MARLIN (USA),56,nuretti̇n şen,ABİDE MİNE ÇİNE ŞEN,nuri̇ şen,6.55,2,41,91.08
2024-01-02,Antalya,6,4,OCEAN WAVE,K SKG,3,f,BODEMEISTER (USA)- OCEAN GODDESS / LION HEART (USA),bodemeister (usa),ocean goddess,LION HEART (USA),56,velat demi̇r,HALİL ÇANKAYA,yusuf çankaya,20.15,5,36,91.12
2024-01-02,Antalya,6,5,MISS EMILIA,DB SKG SK SGKR,3,f,TU BRUTUS (CHI)- KIWANI BAY (GB) / NAYEF (USA),tu brutus (chi),kiwani bay (gb),NAYEF (USA),58,mahsun demi̇rbaş,HAMDİYE PEHLİVAN,aydin demi̇rkiran,10.1,1,50,91.54
2024-01-02,Antalya,6,6,BAKIR ALPER,KG DB SK,3,m,YAVUZSEL- INCREDIBLE TOUCH / MARLIN (USA),yavuzsel,incredible touch,MARLIN (USA),57,i̇sa yildirim,ALİ BAKIR,i̇brahi̇m sayis,16.0,3,42,91.63
2024-01-02,Antalya,7,1,SUZİ İMREN,KG SK,4,f,CANKARDEŞLER- VONALI / YAŞARCIK,cankardeşler,vonali,YAŞARCIK,58,akin sözen,FATİH ÇİFTÇİ,ozan bulut,2.9,3,35,99.75
2024-01-02,Antalya,7,2,HIZLI ÖZLEM,KG DB,4,f,ŞAMİLBEY- ZEPKA / KAIZBERT (RU),şami̇lbey,zepka,KAIZBERT (RU),58,uğur temur,ATAHAN MURAT ZİLCİOĞLU,mutlu turhan balyemez,1.45,6,36,101.23
2024-01-02,Antalya,7,3,SOYLUBAŞ,KG K,4,f,KAYAYÜREKLİ- MANİTA / BERKSOY,kayayürekli̇,mani̇ta,BERKSOY,58,caner tepe,MUSTAFA DEMİR,yusuf çankaya,8.65,8,0,102.68
2024-01-02,Antalya,7,4,ARYAMAVİ,DB SK,4,f,SAADIN GÜCÜ- ÖZERMİŞ / VOLGA.2,saadin gücü,özermi̇ş,VOLGA.2,58,halef kati,MEHMET KARATOPRAK,hamza kaya,17.35,4,26,102.91
2024-01-02,Antalya,7,5,SAHİLKIZI,KG K DB,4,f,YÜREKKAYA- CEMREKAYA / PEGASUS,yürekkaya,cemrekaya,PEGASUS,56,serkan yildiz,MEHMET BAYDAN,sali̇h baydan,21.0,5,27,103.04
2024-01-02,Antalya,7,6,TAHİLLA,KG SK,4,f,CANKARDEŞLER- YEDİTEPE / SARUHANAĞA,cankardeşler,yedi̇tepe,SARUHANAĞA,58,velat demi̇r,ÖMER POLAT,adnan polat,29.6,2,25,109.35
2024-01-02,Antalya,7,7,TATLIBAHAR,none,4,f,KARA YAĞIZ- YAZBAHAR / RİKARDO,kara yağiz,yazbahar,RİKARDO,58,onur öztürk,IŞIL GÜNEŞ,ümüt bölek,17.55,7,0,109.89
2024-01-02,Antalya,8,1,FULL THROTTLE,K,7,m,MENDIP (USA)- CURE NOTICE / SRI PEKAN (USA),mendip (usa),cure notice,SRI PEKAN (USA),56,mustafa çi̇çek,ERGİN DEMİR,ozan bulut,2.7,7,94,90.26
2024-01-02,Antalya,8,2,NAKLOV,DB SKG SK,6,m,BUSHRANGER (IRE)- MARCATOBIANCA / HELIOSTATIC (IRE),bushranger (ire),marcatobianca,HELIOSTATIC (IRE),56,mahsun demi̇rbaş,VOLKAN YOZGATLI,zafer temuçi̇n,7.2,6,58,90.29
2024-01-02,Antalya,8,3,ROCKET FUEL,KG DB SK,4,f,MALİ- SİBA / DİNYEPER (GB),mali̇,si̇ba,DİNYEPER (GB),55,nuretti̇n şen,ZEKİ SÖKMEN,turgay doğan,20.9,3,37,91.07
2024-01-02,Antalya,8,4,GÖKHAN BABAM,KG DB SK,5,m,GÜNGÖR BABA- SABUR / RED BISHOP (USA),güngör baba,sabur,RED BISHOP (USA),57,akin sözen,HASAN AKBULUT,meti̇n yüksel akkeyi̇k,3.2,1,86,91.14
2024-01-02,Antalya,8,5,BRAVE HORSE,KG SK,4,m,CAPTAIN RIO (GB)- BRAVE SOUL / LUXOR,captain rio (gb),brave soul,LUXOR,55,i̇smai̇l yildirim,FERHAT ÇELİK,doğan alceylan,9.45,8,62,91.61
2024-01-02,Antalya,8,6,İNCİOĞLU,KG SK,4,m,YES OF AFRIKA- NERİS / PERFECT STORM,yes of afrika,neri̇s,PERFECT STORM,58,görkem özçeli̇k,FARUK ERDALOĞLU,kenan korkmaz,10.7,4,58,92.02
2024-01-02,Antalya,8,9,SKY FULL OF STARS,KG DB SK,4,m,SPEEDY WOLF- SKY IS THE LIMIT / MOUNTAIN CAT (USA),speedy wolf,sky is the limit,MOUNTAIN CAT (USA),55,si̇nan özen,DENİZ KURTEL,arslan bi̇rdal,40.7,5,26,93.37
2024-01-02,Antalya,8,10,DİLBER,KG DB SK GKR,5,f,SMART ROBIN (JPN)- ESMERBAL / OKAWANGO (USA),smart robin (jpn),esmerbal,OKAWANGO (USA),55,cemal paso,ONUR TÜRKER,murat akalin,75.3,2,33,95.09
2024-01-02,Antalya,8,11,THE KHAN,none,4,m,HAKKAR- ROYAL GARDEN / ROYAL ABJAR (USA),hakkar,royal garden,ROYAL ABJAR (USA),55,gökhan yildiz,MURAT ERSİN ŞEREMETOĞLU,murat akalin,68.45,13,0,96.18
2024-01-02,Antalya,8,12,ESSENTIAL,KG K DB GKR,4,m,YILDIRIMBEY- RICCA DONNA / OCEAN CREST (USA),yildirimbey,ricca donna,OCEAN CREST (USA),56,ari̇f okan pazar,K.CEVAT DAYSAL,sercan çeli̇kman,36.65,10,37,97.59
2024-01-03,İstanbul,1,1,JARHEAD,KG SK,3,m,SUPER SAVER (USA)- FAIR ROSE / ROYAL ABJAR (USA),super saver (usa),fair rose,ROYAL ABJAR (USA),56,hişman çi̇zi̇k,ADİL MERT KAYA,tezcan taşar,2.15,1,50,93.08
2024-01-03,İstanbul,1,2,HUMAN TORCH,K,3,m,TIZWAY (USA)- SILK RANSOM (USA) / REGAL RANSOM (USA),tizway (usa),silk ransom (usa),REGAL RANSOM (USA),57,adem ceylan,NİMET ARİF KURTEL,hakan yüzbaşi,2.8,3,54,93.18
2024-01-03,İstanbul,1,3,DRAGONS SON,SK,3,m,MY DEAR SON- MOTHER OF DRAGONS / BEKMEZBEY,my dear son,mother of dragons,BEKMEZBEY,60,ahmet çeli̇k,HAYRULLAH DOĞAN,engi̇n karataş,2.3,4,54,93.56
2024-01-03,İstanbul,1,4,LAGUNA BOY,KG K,3,m,APPROVE (IRE)- LAGUNA / WIN RIVER WIN (USA),approve (ire),laguna,WIN RIVER WIN (USA),56,akin sözen,ENİS EMRE GELGİN,aydin küçükaksoy,12.55,2,44,94.23
2024-01-03,İstanbul,2,1,UZUN TAY,DB SKG SK,4,m,İSFENDİYAR- ANOŞ / HABERBATUR,i̇sfendi̇yar,anoş,HABERBATUR,57,mert uyar,SADIK ÇETİN,burhan atay,9.3,7,50,102.15
2024-01-03,İstanbul,2,2,BÜYÜK GÜNTAY,KG,4,m,GÜNTAY- BÜYÜK UMUTLAR / RİKARDO,güntay,büyük umutlar,RİKARDO,55,akin sözen,ŞABAN ŞERİF SARAÇOĞLU,aydin alçi̇çek,1.75,10,40,102.34
2024-01-03,İstanbul,2,3,DENİZCANLI,K,4,f,GÜRSU- SARDES / SÜLO,gürsu,sardes,SÜLO,55,mehmet kaya,DENİZ KURTEL,ali̇ aras zümbüller,11.5,1,40,102.84
2024-01-03,İstanbul,2,4,AKTER TAY,KG DB SK,4,m,ONURKAAN- BERLİN / CAŞ,onurkaan,berli̇n,CAŞ,56,görkem özçeli̇k,AYHAN KARAYAKA,şi̇nasi̇ gökçe,5.4,4,43,102.86
2024-01-03,İstanbul,2,5,SABAZBEYİ,KG DB SK,4,m,TURBO- MAHİZARKIZ / BİLGİN,turbo,mahi̇zarkiz,BİLGİN,54,mustafa çi̇çek,EMRAH ORHAN,ali̇ riza yildiz,12.45,2,39,103.23
2024-01-03,İstanbul,2,6,DİLBERAN,KG K,4,f,SAADIN GÜCÜ- ÖZ FIRAT / HABERBATUR,saadin gücü,öz firat,HABERBATUR,51,berkan çiğla,CEM NARİN,sali̇m durguç,52.0,9,35,103.28
2024-01-03,İstanbul,2,7,NANDO,KG K GKR,4,m,UÇANOĞLU- NURKIZIM / TOŞUR,uçanoğlu,nurkizim,TOŞUR,55,ali̇ kaçmaz,AYDIN ÜSTÜNDAĞ,ergün uslu,22.7,8,41,103.88
2024-01-03,İstanbul,2,8,RİGEL,KG DB SK,4,m,CANKARDEŞLER- ŞEKERCAN / KIVANÇ CAN,cankardeşler,şekercan,KIVANÇ CAN,56,ali̇ yildiz,BARIŞ KARAGÖZ,ali̇ riza yildiz,6.9,3,43,104.56
2024-01-03,İstanbul,2,9,İBOCANIM,KG SK GKR,4,m,ANKA- RÜKÜŞKIZ / İBOCAN,anka,rüküşkiz,İBOCAN,55,ahmet çeli̇k,ABDULLAH AVCI,sedat çi̇ftçi̇,15.55,5,40,106.42
2024-01-03,İstanbul,2,10,ATTARGAH,KG K DB,4,m,ÖZGÜNHAN- BEREKET / VOLGA.2,özgünhan,bereket,VOLGA.2,54,adem aslan,ARZU GÜNEŞ,refi̇k peri̇,21.6,6,38,107.14
2024-01-03,İstanbul,3,1,RAIN MELODY,DB SK,4,f,MEKHTAAL (GB)- MAMA LULU (USA) / KINGMAMBO (USA),mekhtaal (gb),mama lulu (usa),KINGMAMBO (USA),56,akin sözen,SOLAIMAN IRHAIM,yousef arhim,7.2,6,57,71.89
2024-01-03,İstanbul,3,2,PELIGROSA,DB SK,5,f,YILDIRIMBEY- MEDVİNA / TRAPPER,yildirimbey,medvi̇na,TRAPPER,62,vedat abi̇ş,BERKAN AKÇAM,hakan acar,11.1,8,67,72.0
2024-01-03,İstanbul,3,3,DIAMOND BROTHERS,KG DB SK,4,f,BUSHRANGER (IRE)- BELLA COSA / ALWAYS A CLASSIC (CAN),bushranger (ire),bella cosa,ALWAYS A CLASSIC (CAN),58,adem ceylan,İCLAL ALTUNAY ELMAS,turgut i̇bi̇ş,2.3,3,67,72.32
2024-01-03,İstanbul,3,4,ROSA DI PAPA,KG DB SK,4,f,KANEKO- ZEMBİL / VICTORY GALLOP (CAN),kaneko,zembi̇l,VICTORY GALLOP (CAN),51,adem aslan,NECATİ DEMİRKOL,zülfükar güneli̇,19.4,1,47,72.33
2024-01-03,İstanbul,3,5,BAKLA KIRI,KG DB SK,4,f,HAVANA GREY (GB)- SHADOW SPIRIT (GB) / MAKFI (GB),havana grey (gb),shadow spirit (gb),MAKFI (GB),50,ali̇ yildiz,YENER GİRİŞKEN,nedi̇m köçken,6.0,2,36,72.5
2024-01-03,İstanbul,3,6,PRINCESS GRASE,K DB,6,f,CAPTAIN RIO (GB)- GRAND LARA / BOSPORUS (IRE),captain rio (gb),grand lara,BOSPORUS (IRE),54,görkem özçeli̇k,SABRİ BEKTAŞ,sabri̇ bektaş,7.85,4,52,72.86
2024-01-03,İstanbul,3,7,SILVER SABLE,KG DB SK,4,f,MENDIP (USA)- HILAL KIZIM (USA) / LONHRO (AUS),mendip (usa),hilal kizim (usa),LONHRO (AUS),50,mücahi̇t bayir,YÜKSEL GÖKTÜRK,hasan boyraz,9.2,9,46,72.92
2024-01-03,İstanbul,3,8,MARCH VİOLET,K SKG,4,f,NATIVE KHAN (FR)- KALILA / POWERSCOURT (GB),native khan (fr),kalila,POWERSCOURT (GB),54,ahmet çeli̇k,GÖKHAN ÖZKAN,tarkan şi̇t,15.1,5,54,73.58
2024-01-03,İstanbul,3,9,WMURCOTT,K SKG,5,f,KING DAVID (USA)- THISBE / YAVUZSTAR,king david (usa),thisbe,YAVUZSTAR,60,berkant gökçe,SANEM KAHRAMAN,hüseyi̇n çalişkan,6.35,7,69,73.6
2024-01-03,İstanbul,4,1,ASİ TAHA,KG DB SK,4,m,DOĞANGÜN- KAR GÜZELİ / ANADOLU ATEŞİ,doğangün,kar güzeli̇,ANADOLU ATEŞİ,58,hişman çi̇zi̇k,CEVHER CANLIKA,seni̇ha şen,2.25,5,28,95.92
2024-01-03,İstanbul,4,2,KUNYA,KG K DB,4,m,HABERKAN- DUDUCAN / VOLGA.2,haberkan,duducan,VOLGA.2,58,görkem özçeli̇k,KADRİ BAŞKURT,tuncay ateş,4.35,1,35,96.21
2024-01-03,İstanbul,4,3,SEDEN KIZ,KG K DB,4,f,SAADIN GÜCÜ- GÖZÜN AYDIN / YAŞARCIK,saadin gücü,gözün aydin,YAŞARCIK,52,kürşat yilmaz,HAKAN NAYMAN,meci̇t soykuvvet,3.95,7,29,96.66
2024-01-03,İstanbul,4,4,TUZLUKÇU,KG SK,4,f,KURTEL- YANGIN / BERKOŞ,kurtel,yangin,BERKOŞ,56,mustafa çi̇çek,TARIK NACİ YILDIZ,reşat kiliç,8.05,4,20,98.07
2024-01-03,İstanbul,4,5,ZARZOR,KG,4,m,KAYATUFAN- ÇÖL CEYLANI / TEKELİOĞLU,kayatufan,çöl ceylani,TEKELİOĞLU,58,mehmet kaya,EKREM BİRDEN,toros kiyas,6.65,9,22,98.72
2024-01-03,İstanbul,4,6,AK YILDIZ,DB YP,4,f,YAŞARCIK- ÇAMLICAGÜLÜ / ANADOLU ATEŞİ,yaşarcik,çamlicagülü,ANADOLU ATEŞİ,52,göktan kayip,AHMET FAYDALGEL,hakan harmanbaşi,43.0,2,23,100.37
2024-01-03,İstanbul,4,7,BEDAHŞAN,DB SKG SK,4,f,CANKARDEŞLER- YAPRAKCIK / TULYAD,cankardeşler,yaprakcik,TULYAD,54,serkan yildiz,SUPHİ SALGAR,mi̇kai̇l altin,73.5,8,13,105.31
2024-01-03,İstanbul,4,8,KİRAZ DALI,SKG SK,4,f,BABA MEVLÜT- SERHANKIZI / SERHANBEY,baba mevlüt,serhankizi,SERHANBEY,56,ali̇ kaçmaz,MUSTAFA HÜSNÜ YAZICI,ali̇ çi̇zi̇k,38.2,3,19,105.7
2024-01-03,İstanbul,4,9,BELMAVO,KG K,4,f,BATURŞAH- İHYA / PALAZ,baturşah,i̇hya,PALAZ,56,ali̇ yildiz,MEHMET ÇAVUŞ,hayri̇ yildirim,38.8,6,0,109.21
2024-01-03,İstanbul,4,10,RÜZGARKENAN,KG DB SK,4,m,KAIZBERT (RU)- EYYARCAN / GOBAKBEY,kaizbert (ru),eyyarcan,GOBAKBEY,54,berkant gökçe,MUNİR GÖKÇE,erkut koca,19.7,10,16,112.78
2024-01-03,İstanbul,5,1,SHIROKE,SK,3,f,TORONADO (IRE)- MASHKA (IRE) / EXCEED AND EXCEL (AUS),toronado (ire),mashka (ire),EXCEED AND EXCEL (AUS),60,vedat abi̇ş,SANEM KAHRAMAN,hüseyi̇n çalişkan,2.45,3,54,71.55
2024-01-03,İstanbul,5,2,SUMEL KIZI,KG K,3,f,GRAYSTORM- TUĞÇE HANIM / BULLMARKET,graystorm,tuğçe hanim,BULLMARKET,55,mehmet kaya,CUMA POLAT,cuma polat,2.6,5,44,71.77
2024-01-03,İstanbul,5,3,BRIGHT,SKG SK SGKR,3,f,DAREDEVIL (USA)- WEST LIFE / TOPOR,daredevil (usa),west life,TOPOR,58,ahmet çeli̇k,GÖKHAN ÖZKAN,tarkan şi̇t,2.55,2,50,72.11
2024-01-03,İstanbul,5,4,YAPARSIN KIZIM,K DB,3,f,ABJAR ACADEMY- DİYAPİR / CUVEE (USA),abjar academy,di̇yapi̇r,CUVEE (USA),54,ali̇ kaçmaz,SEYDİ AKYILDIRIM,doğukan çeli̇k,18.45,6,43,72.82
2024-01-03,İstanbul,5,5,DENİZ SESİ,KG K DB,3,f,TIZWAY (USA)- REWARDING GIRL / BIN AJWAAD (IRE),tizway (usa),rewarding girl,BIN AJWAAD (IRE),50,mücahi̇t bayir,ULAŞ YILDIZ,mahmut baykara,40.7,1,21,73.63
2024-01-03,İstanbul,5,6,ES ES RAIN,KG SK,3,f,TIZWAY (USA)- BALUSHKA / YONAGUSKA (USA),tizway (usa),balushka,YONAGUSKA (USA),55,mert uyar,SADIK ÇETİN,burhan atay,13.25,4,50,73.82
2024-01-03,İstanbul,6,1,ALKANLI,KG DB SK,4,m,KAIZBERT (RU)- MİNİK KIZ / DEMİRKAZIK,kaizbert (ru),mi̇ni̇k kiz,DEMİRKAZIK,56,ahmet çeli̇k,TOYGAR AKDİKMEN,engi̇n karataş,1.5,7,66,101.35
2024-01-03,İstanbul,6,2,EGETAY,KG GKR,6,m,ALTAHA- AHUBERE / CAŞ,altaha,ahubere,CAŞ,60,berkant gökçe,BAHADIR YEŞİL,haci̇ altunbaş,9.15,6,75,101.85
2024-01-03,İstanbul,6,3,ŞİNTAY,KG SK,8,f,KURTEL- ALMİMRUHİYE.27 / ALAZ,kurtel,almi̇mruhi̇ye.27,ALAZ,59,zülfükar karabulut,HAKKI TARIK DİKENCİK,melek özgül,19.45,4,69,101.99
